30,96|29,45|64,93|27,35|6,44|78,6|44,30|93,41|70,3|72,64|78,84|26,90|78,27|47,70|90,29|35,55|84,47|78,26|55,32|78,72/78,3=78,84,47,70,3
9,8|97,64|77,84|30,70|42,77|91,63|84,60|8,97|76,82|76,90|48,18|63,7|90,86|76,30|76,42|36,1|86,36|70,48|76,9|82,91/76,7=76,82,91,63,7
58,1|12,78|79,21|31,32|32,75|49,31|72,12|49,68|85,79|3,23|23,54|21,25|68,58|75,88|49,3|1,73|49,72|54,35|49,85|78,2/49,2=49,72,12,78,2
38,0|59,1|76,41|64,52|24,62|93,75|76,93|91,55|33,99|76,91|55,24|52,38|76,64|90,20|76,33|66,59|75,87|87,49|99,90|41,66/76,62=76,91,55,24,62
74,30|20,85|0,74|0,35|67,39|6,57|25,84|30,6|56,20|47,38|54,55|35,56|38,34|49,52|55,67|52,25|0,54|0,46|0,49|46,47/0,57=0,74,30,6,57
0,39|26,55|26,4|7,43|57,48|39,80|48,96|32,7|55,57|26,33|65,59|91,0|4,52|34,71|26,91|52,65|43,13|71,61|33,34|26,32/26,61=26,33,34,71,61
80,85|67,80|76,26|62,46|71,60|90,67|33,69|41,61|33,90|29,62|60,41|33,71|42,31|78,25|33,29|69,70|46,32|33,76|26,42|70,78/33,32=33,29,62,46,32
74,0|64,53|13,8|26,64|25,4|0,45|28,74|48,6|26,86|96,46|26,13|8,19|26,25|19,42|26,28|46,7|4,11|11,65|86,96|53,48/26,42=26,13,8,19,42
24,41|41,91|91,9|31,71|52,90|75,50|50,69|31,6|21,82|90,66|40,81|31,24|74,75|71,21|6,53|31,52|31,74|66,60|53,40|82,23/31,9=31,24,41,91,9
96,41|75,30|80,43|75,73|98,12|30,78|78,80|92,0|75,92|0,23|23,25|41,66|45,42|75,63|73,6|63,79|79,45|75,96|6,98|66,99/75,25=75,92,0,23,25
89,11|23,87|23,89|14,24|23,61|99,14|6,98|78,26|72,3|98,36|5,9|11,78|86,47|23,82|45,5|87,6|3,86|23,72|61,45|82,99/23,24=23,82,99,14,24
12,39|86,87|88,28|12,27|47,25|87,7|27,16|82,85|7,55|90,82|35,2|39,10|85,84|16,33|12,88|33,59|12,86|12,90|28,47|10,35/12,25=12,88,28,47,25
18,52|60,9|60,6|9,57|61,69|10,65|70,61|49,4|65,18|60,71|11,20|71,70|6,49|17,68|36,63|60,11|4,30|20,36|60,10|57,17/60,30=60,6,49,4,30
6,91|31,13|71,3|0,41|78,0|70,31|86,6|13,10|37,23|78,86|41,2|35,71|57,37|78,70|23,14|78,57|78,35|2,72|3,28|91,77/78,10=78,70,31,13,10
8,89|80,63|45,12|96,80|45,33|82,83|92,61|33,14|20,96|19,8|31,36|89,57|45,20|45,92|45,19|61,27|91,31|12,91|27,10|14,82/45,10=45,92,61,27,10
66,94|4,22|81,46|58,65|76,32|22,55|30,16|32,40|30,66|30,76|30,58|40,61|90,37|94,90|65,72|12,84|16,4|72,77|84,81|30,12/30,37=30,66,94,90,37
1,92|54,40|38,43|81,21|84,75|72,76|43,13|81,70|81,84|22,54|81,38|97,49|6,41|75,97|81,72|76,1|13,95|21,22|70,6|41,28/81,28=81,70,6,41,28
87,90|10,35|54,66|65,84|35,93|26,11|29,14|46,82|70,26|90,63|81,94|46,65|14,81|76,10|46,70|82,87|84,54|46,29|11,5|46,76/46,94=46,29,14,81,94
58,22|83,85|85,88|82,29|88,72|23,18|37,4|58,71|18,16|14,64|84,82|2,42|71,73|73,37|22,84|64,2|58,14|16,3|58,23|58,83/58,42=58,14,64,2,42
33,36|36,47|11,70|66,98|98,2|71,12|47,76|78,60|0,11|52,73|71,96|96,99|71,26|37,0|12,66|71,33|26,14|71,37|14,52|99,78/71,2=71,12,66,98,2
43,3|77,42|64,16|16,67|54,48|48,73|42,96|24,77|91,53|84,72|53,15|45,43|3,18|91,45|91,54|67,92|15,84|91,64|91,24|73,49/91,96=91,24,77,42,96
9,4|76,3|9,48|4,36|9,50|61,1|9,98|50,76|36,77|80,70|9,64|48,61|52,72|70,49|77,95|3,79|64,86|1,28|86,52|98,80/9,95=9,4,36,77,95
69,19|99,40|24,69|76,14|19,73|86,90|24,28|5,89|14,86|97,26|28,5|89,62|1,99|68,97|40,49|24,76|24,1|24,68|26,35|73,92/24,90=24,76,14,86,90
2,70|63,27|98,69|80,2|69,28|66,36|27,82|38,21|70,24|38,80|38,26|21,98|26,63|91,50|38,19|36,10|19,83|6,66|83,91|38,6/38,24=38,80,2,70,24
86,59|58,72|75,68|66,0|86,12|64,53|94,64|86,66|6,94|93,1|59,55|0,58|12,89|14,93|55,75|89,73|73,11|86,14|86,6|1,30/86,53=86,6,94,64,53
97,81|81,5|97,22|38,86|6,50|61,55|68,38|97,15|15,17|50,20|97,68|5,52|86,13|17,19|52,83|25,6|97,25|55,84|19,85|22,61/97,84=97,22,61,55,84
59,30|96,82|39,1|1,98|90,59|58,47|39,96|39,44|44,99|30,12|79,88|98,58|99,73|18,79|39,90|73,48|82,51|51,85|88,80|39,18/39,85=39,96,82,51,85
20,94|96,35|65,17|96,65|58,16|91,25|16,59|35,20|25,39|22,67|67,13|96,91|96,22|60,10|94,26|39,66|96,58|17,60|13,98|59,71/96,10=96,65,17,60,10
86,48|19,34|86,64|64,7|62,32|80,67|32,79|34,93|23,22|22,38|96,19|7,9|67,27|86,96|86,59|48,23|59,62|9,61|27,90|86,80/86,38=86,48,23,22,38
49,47|46,7|91,61|39,46|36,8|61,67|39,88|15,45|88,82|39,42|45,12|67,14|39,91|7,75|82,49|39,56|8,72|56,15|42,36|75,19/39,72=39,42,36,8,72
14,3|41,67|42,57|78,68|18,17|27,18|57,97|68,40|40,47|48,42|3,72|78,48|78,41|78,34|72,63|34,27|47,25|78,14|94,20|67,94/78,25=78,68,40,47,25
1,70|34,20|85,96|10,95|34,68|82,60|96,0|68,62|20,52|43,72|52,10|66,99|34,43|54,53|34,85|62,54|72,66|0,16|70,82|34,1/34,60=34,1,70,82,60
74,18|66,3|72,55|4,77|70,29|77,97|53,72|55,60|18,4|29,33|2,96|74,14|24,23|96,30|74,53|30,76|14,70|74,24|23,66|74,2/74,60=74,53,72,55,60
87,13|89,25|13,54|87,41|41,28|87,77|28,27|44,36|87,44|77,30|36,62|27,55|30,71|71,57|62,84|25,29|1,89|68,60|54,68|87,1/87,29=87,1,89,25,29
69,10|42,62|42,60|42,26|42,23|2,63|48,95|35,48|43,68|15,52|60,90|23,55|42,94|94,15|55,69|26,43|62,35|52,17|90,2|68,30/42,95=42,62,35,48,95
53,40|51,83|13,6|96,70|51,29|29,53|44,5|33,78|69,59|51,42|83,33|40,9|51,13|16,17|78,1|6,69|37,16|42,37|5,96|51,44/51,1=51,83,33,78,1
