50,0|27,90|96,79|20,21|79,35|9,99|50,27|99,60|41,46|50,9|43,39|50,43|60,10|0,41|12,96|90,11|39,20|46,23|50,12|11,59/50,10=50,9,99,60,10
76,45|84,43|68,26|22,68|61,95|20,13|76,38|57,20|76,58|48,8|43,87|45,63|63,48|76,23|76,17|23,22|95,77|58,61|17,57|38,84/76,77=76,58,61,95,77
50,83|96,76|26,42|78,40|50,13|13,15|29,96|83,91|63,32|10,30|58,64|91,10|15,26|50,54|50,78|54,29|50,58|99,93|64,99|40,63/50,32=50,78,40,63,32
69,12|69,31|29,17|39,73|69,83|54,77|5,39|63,82|69,54|33,74|0,33|77,63|83,52|12,5|27,35|31,64|52,27|69,34|64,29|34,0/69,82=69,54,77,63,82
60,44|60,32|92,41|60,93|70,45|82,79|37,82|97,20|44,97|32,59|20,27|22,91|14,37|60,21|93,92|63,70|60,14|59,22|41,67|21,63/60,45=60,21,63,70,45
12,28|72,31|28,7|42,80|9,97|7,83|9,82|97,89|9,12|10,72|9,6|11,43|82,11|9,4|6,10|4,42|89,24|80,85|43,26|24,65/9,26=9,82,11,43,26
3,45|45,91|91,58|86,92|61,69|56,84|49,36|36,14|39,81|14,70|49,94|49,39|28,18|49,56|2,61|94,2|49,3|84,28|81,86|70,50/49,69=49,94,2,61,69
70,27|36,1|41,67|88,41|80,36|34,17|34,55|90,24|34,25|26,14|34,46|27,9|82,90|34,76|76,82|17,0|25,70|46,80|0,26|55,88/34,67=34,55,88,41,67
21,79|33,54|97,37|54,4|97,60|60,38|99,42|38,6|4,49|79,0|97,18|97,21|76,99|0,32|37,76|59,65|97,33|6,80|1,59|18,1/97,32=97,21,79,0,32
63,47|40,57|63,53|63,6|56,44|44,50|24,72|47,43|57,24|79,64|6,18|53,56|63,40|1,70|93,98|18,79|4,93|45,4|43,1|63,45/63,64=63,6,18,79,64
85,23|11,4|88,96|45,85|88,24|58,19|44,13|19,40|4,72|78,68|72,12|88,98|88,11|98,58|96,45|88,84|84,48|24,78|68,97|48,44/88,12=88,11,4,72,12
11,62|34,48|59,69|90,50|59,58|16,98|58,49|72,74|25,68|7,86|86,16|68,45|59,38|59,72|69,25|38,37|59,7|74,11|37,34|49,90/59,45=59,69,25,68,45
28,33|67,97|67,10|25,70|26,63|20,18|67,20|10,21|21,32|67,68|68,9|77,72|66,26|67,65|9,28|72,11|32,53|65,77|97,66|18,25/67,33=67,68,9,28,33
42,0|97,70|42,25|27,32|25,27|52,33|40,10|87,3|32,17|42,31|14,40|99,84|42,53|31,14|0,97|53,87|3,83|42,99|70,50|84,52/42,17=42,25,27,32,17
46,68|69,63|46,12|10,91|26,6|46,56|12,19|46,11|77,76|50,61|46,10|91,26|81,69|68,81|83,51|56,83|11,50|19,77|61,78|51,59/46,76=46,12,19,77,76
74,90|90,91|91,9|31,71|52,21|41,82|82,60|31,6|53,66|21,40|50,23|31,74|24,41|71,53|6,75|31,52|31,24|40,69|75,50|66,81/31,9=31,74,90,91,9
3,64|75,10|0,98|73,68|53,83|10,96|68,40|0,3|0,75|83,94|39,73|64,12|82,26|0,69|96,23|0,39|12,77|98,53|26,52|69,82/0,94=0,98,53,83,94
12,7|89,73|52,2|5,30|60,16|74,65|51,42|94,12|16,5|94,52|2,74|94,60|75,89|37,19|32,75|94,80|94,32|7,51|15,37|80,15/94,30=94,60,16,5,30
55,18|17,77|10,68|49,17|97,29|23,94|55,97|55,63|41,10|8,72|29,59|94,58|72,88|63,49|55,96|88,16|55,8|59,73|96,23|18,41/55,68=55,18,41,10,68
46,67|46,32|7,5|32,81|81,80|80,64|29,95|67,29|46,12|62,7|8,16|54,24|88,62|12,54|46,88|95,48|46,13|16,92|24,58|13,8/46,92=46,13,8,16,92
82,75|36,84|82,81|4,96|63,11|81,41|44,0|13,14|43,5|82,43|14,89|28,63|84,44|5,72|82,36|75,13|72,56|82,24|24,28|41,4/82,96=82,81,41,4,96
37,94|61,11|37,75|72,61|69,91|8,72|37,20|54,77|50,0|20,6|0,93|37,8|75,76|79,1|77,13|13,95|37,54|76,79|6,69|94,50/37,95=37,54,77,13,95
17,86|16,65|6,70|6,24|86,67|26,17|24,16|6,42|36,62|38,2|65,68|52,0|70,49|11,61|6,26|6,11|42,58|49,38|58,52|61,36/6,2=6,70,49,38,2
52,60|1,95|39,50|39,94|84,82|39,84|82,52|12,65|39,47|9,92|47,72|94,9|50,12|39,1|95,64|65,75|72,25|25,27|64,57|92,51/39,51=39,94,9,92,51
83,37|44,32|49,3|44,45|31,48|93,49|30,22|9,61|36,9|44,95|2,31|45,93|44,43|37,77|43,30|95,2|61,80|32,83|44,36|22,23/44,77=44,32,83,37,77
51,65|7,89|33,26|16,41|56,4|35,66|16,51|16,9|40,73|16,71|65,32|9,62|66,31|16,7|32,99|89,33|41,35|62,40|72,56|71,72/16,73=16,9,62,40,73
49,99|49,7|83,60|85,24|91,63|49,37|70,78|24,62|37,83|76,27|7,70|27,0|49,15|49,76|0,39|6,91|60,3|15,85|99,6|78,32/49,62=49,15,85,24,62
12,33|4,59|70,16|89,21|97,73|35,89|91,90|97,35|73,25|28,91|42,22|25,4|22,65|21,48|97,42|65,55|97,19|16,12|97,70|19,28/97,48=97,35,89,21,48
33,18|25,23|23,94|94,5|98,33|17,10|43,54|47,82|7,63|25,68|3,17|5,34|38,43|82,7|77,38|25,77|18,6|25,98|68,3|25,47/25,6=25,98,33,18,6
17,47|33,63|86,9|41,27|86,58|85,41|86,17|57,39|11,90|88,53|58,25|47,57|9,11|43,85|25,88|86,49|86,43|49,81|81,33|90,60/86,60=86,9,11,90,60
62,20|79,38|20,35|70,91|91,87|87,52|25,8|19,98|90,95|37,25|59,19|79,59|38,62|79,46|79,37|46,69|69,90|79,70|8,14|98,88/79,35=79,38,62,20,35
