50,0|27,90|96,60|20,21|60,10|9,99|50,27|99,46|41,79|50,9|43,39|50,43|46,23|0,41|12,96|90,11|39,20|79,35|50,12|11,59/50,10=50,12,96,60,10
76,45|84,43|68,26|22,68|61,20|48,8|76,38|57,48|76,58|95,77|43,87|45,63|63,95|76,23|76,17|23,22|20,13|58,61|17,57|38,84/76,77=76,45,63,95,77
50,83|26,42|63,32|78,40|50,13|13,15|29,26|83,91|96,76|10,30|58,64|91,10|15,63|50,54|50,78|54,29|50,58|99,93|64,99|40,96/50,32=50,13,15,63,32
69,12|69,31|29,17|63,82|69,83|54,77|5,63|27,35|69,54|33,74|0,33|77,27|83,52|12,5|39,73|31,64|52,39|69,34|64,29|34,0/69,82=69,12,5,63,82
60,44|60,32|92,82|60,93|22,91|41,67|37,41|97,20|44,97|32,59|20,27|70,45|14,37|60,21|93,92|63,22|60,14|59,70|82,79|21,63/60,45=60,32,59,70,45
12,28|72,31|28,43|42,7|9,97|43,26|9,82|97,89|9,12|10,72|9,6|11,80|82,11|9,4|6,10|4,42|89,24|7,83|80,85|24,65/9,26=9,12,28,43,26
3,45|45,91|91,58|70,50|28,18|56,84|49,36|36,14|39,81|14,86|49,94|49,39|61,69|49,56|2,28|94,2|49,3|84,61|81,70|86,92/49,69=49,56,84,61,69
70,26|36,1|27,9|88,27|80,36|34,17|34,55|90,24|34,25|41,67|34,46|26,14|82,90|34,76|76,82|17,0|25,70|46,80|0,41|55,88/34,67=34,17,0,41,67
21,79|33,54|97,37|54,4|97,60|60,38|6,80|38,99|4,49|79,59|97,18|97,21|76,6|59,65|37,76|0,32|97,33|99,42|1,0|18,1/97,32=97,18,1,0,32
63,47|40,57|63,53|63,6|56,44|44,50|1,70|47,43|57,1|24,72|6,18|53,56|63,40|79,64|93,98|18,24|4,93|45,4|43,79|63,45/63,64=63,47,43,79,64
72,12|11,4|88,96|45,72|88,24|58,85|44,13|85,23|4,19|78,68|19,40|88,98|88,11|98,58|96,45|88,84|84,48|24,78|68,97|48,44/88,12=88,96,45,72,12
11,62|68,45|59,69|16,98|59,58|90,50|58,49|72,74|25,34|7,86|86,90|34,48|59,38|59,72|69,25|38,37|59,7|74,11|37,68|49,16/59,45=59,38,37,68,45
25,70|67,97|67,10|28,33|32,53|20,18|67,20|10,21|21,26|67,68|68,9|77,72|66,32|67,65|9,25|72,11|26,63|65,77|97,66|18,28/67,33=67,20,18,28,33
