48,87|28,53|28,23|85,13|28,42|58,9|23,58|36,62|87,15|56,63|13,29|28,36|42,48|9,44|28,56|53,85|62,54|63,26|26,77|54,92/28,29=28,53,85,13,29
50,29|6,85|31,9|90,51|45,96|45,75|73,6|45,60|60,31|45,53|85,40|45,73|10,50|89,44|53,10|75,90|44,91|96,89|51,68|9,42/45,42=45,60,31,9,42
34,33|47,49|95,34|95,47|95,69|49,6|56,75|24,79|33,9|29,41|9,43|66,29|41,35|61,24|13,22|6,46|95,66|75,13|95,56|69,61/95,46=95,47,49,6,46
34,22|34,61|24,30|2,0|34,72|69,39|22,95|61,25|40,85|85,73|25,24|88,17|34,88|45,69|72,40|34,13|93,55|13,45|95,93|17,2/34,73=34,72,40,85,73
2,60|66,52|53,80|97,2|5,0|58,36|90,92|99,15|52,59|78,46|15,5|97,78|97,99|59,12|46,91|97,66|97,53|91,75|60,58|80,90/97,92=97,53,80,90,92
98,46|96,98|8,12|38,9|96,63|12,74|74,68|96,59|46,19|94,99|9,94|47,6|96,38|69,47|63,53|59,69|19,80|96,8|53,60|60,43/96,99=96,38,9,94,99
98,15|64,76|29,64|90,98|17,68|34,5|52,84|1,34|76,96|68,19|95,33|29,1|96,0|29,16|84,95|29,52|27,90|5,57|29,27|16,17/29,57=29,1,34,5,57
64,11|78,16|90,98|6,15|11,32|78,90|84,31|46,68|75,6|16,46|78,81|22,84|98,26|68,58|78,75|15,37|81,22|78,7|26,43|7,64/78,32=78,7,64,11,32
12,53|61,64|48,81|87,71|35,74|74,27|65,95|95,79|48,97|71,19|48,7|0,9|48,55|53,20|97,65|55,35|48,61|81,87|64,0|7,12/48,20=48,7,12,53,20
69,70|87,86|88,91|87,88|37,27|21,74|2,69|1,28|87,76|83,59|76,21|27,80|91,1|74,14|52,37|87,52|59,17|31,2|86,83|87,31/87,17=87,86,83,59,17
89,47|34,63|15,21|92,62|82,72|93,76|14,89|64,84|14,0|14,93|0,26|26,92|14,64|44,50|84,34|14,44|47,82|70,40|76,15|50,70/14,62=14,0,26,92,62
47,35|60,56|83,2|53,36|56,33|95,0|49,54|79,7|53,6|53,83|7,68|4,19|0,94|33,10|2,47|54,4|6,79|36,95|53,60|53,49/53,68=53,6,79,7,68
27,19|71,99|85,83|68,1|24,71|66,90|88,24|95,96|96,68|34,39|39,85|60,66|89,60|34,88|34,89|34,49|49,54|54,27|83,14|34,95/34,19=34,49,54,27,19
27,14|29,65|14,19|15,76|61,75|11,39|20,3|19,11|34,64|70,15|67,70|75,34|27,20|27,61|65,37|27,67|27,53|3,74|53,29|74,52/27,64=27,61,75,34,64
73,34|46,54|97,9|24,2|54,7|24,73|27,14|62,39|24,46|24,32|45,70|60,45|32,62|77,16|2,60|39,69|14,77|34,97|24,27|7,1/24,70=24,2,60,45,70
62,20|35,30|43,53|52,62|63,54|31,9|35,33|30,78|33,3|53,50|9,27|35,86|35,43|50,36|35,41|79,70|78,63|41,52|86,31|3,79/35,54=35,30,78,63,54
47,86|88,54|38,29|88,61|88,42|16,67|88,83|60,26|64,38|54,85|42,64|94,75|85,16|26,76|33,18|86,94|88,47|61,33|18,52|83,60/88,67=88,54,85,16,67
0,44|18,17|90,62|34,0|92,15|84,90|59,72|26,93|17,59|64,69|48,64|92,26|92,18|6,34|15,84|92,6|92,48|69,63|93,31|31,28/92,28=92,26,93,31,28
27,46|95,71|76,14|43,27|14,77|71,35|19,7|83,19|95,76|46,89|15,83|24,12|12,3|35,94|95,43|95,48|77,70|95,15|94,25|48,24/95,89=95,43,27,46,89
59,58|76,8|59,12|59,45|59,76|73,18|59,9|9,50|51,69|91,7|8,35|7,97|35,86|58,21|12,91|21,73|96,51|68,44|45,96|50,68/59,86=59,76,8,35,86
26,19|6,56|62,6|35,74|81,53|15,77|81,62|81,26|81,8|8,83|99,94|18,40|74,44|97,99|83,18|19,15|56,16|53,35|85,97|81,85/81,77=81,26,19,15,77
94,84|17,44|40,16|96,34|94,17|61,0|94,2|35,96|84,50|67,40|2,87|58,86|94,70|42,47|87,42|94,67|16,93|44,58|50,61|70,35/94,0=94,84,50,61,0
